CheckingAccount,Duration,CreditHistory,Purpose,CreditAmount,SavingsAccount,YearsEmployed,InstallmentRate,PersonalStatus,OtherDebtors,ResidentSince,Property,Age,OtherPlans,Housing,NumCreditsAtBank,Job,Dependents,Telephone,Foreign,Approve
none,15.0,critical,furniture,2788.0,<100,<7,2.0,female,co,3.0,car,24.0,bank,own,2.0,skilled,1.0,no,yes,good
<200,12.0,ok_til_now,television,2930.0,<100,<7,2.0,female,none,1.0,real_estate,27.0,none,own,1.0,skilled,1.0,no,yes,good
none,24.0,critical,education,1927.0,unknown,<4,3.0,female,none,2.0,car,33.0,none,own,2.0,skilled,1.0,yes,yes,good
<200,36.0,critical,car_new,2820.0,<100,<1,4.0,male_divorced,none,4.0,car,27.0,none,own,2.0,skilled,1.0,no,yes,bad
none,24.0,ok_til_now,retraining,937.0,<100,<1,4.0,male_married,none,3.0,car,27.0,none,own,2.0,unskilled,1.0,no,yes,good
<200,18.0,critical,car_new,1056.0,<100,>=7,3.0,male_single,guarantor,3.0,real_estate,30.0,bank,own,2.0,skilled,1.0,no,yes,bad
<200,12.0,critical,car_new,3124.0,<100,<1,1.0,male_single,none,3.0,real_estate,49.0,bank,own,2.0,unskilled,2.0,no,yes,good
none,9.0,ok_til_now,furniture,1388.0,<100,<4,4.0,female,none,2.0,real_estate,26.0,none,rent,1.0,skilled,1.0,no,yes,good
<200,36.0,ok_til_now,repairs,2384.0,<100,<1,4.0,male_single,none,1.0,unknown,33.0,none,rent,1.0,unskilled,1.0,no,yes,bad
none,12.0,ok_til_now,car_new,2133.0,unknown,>=7,4.0,female,none,4.0,unknown,52.0,none,free,1.0,management,1.0,yes,yes,good
<0,18.0,ok_til_now,furniture,2039.0,<100,<4,1.0,female,none,4.0,real_estate,20.0,bank,rent,1.0,skilled,1.0,no,yes,bad
<0,9.0,critical,car_new,2799.0,<100,<4,2.0,male_single,none,2.0,real_estate,36.0,none,rent,2.0,skilled,2.0,no,yes,good
<0,12.0,ok_til_now,furniture,1289.0,<100,<4,4.0,male_single,guarantor,1.0,savings,21.0,none,own,1.0,unskilled,1.0,no,yes,good
<0,18.0,ok_til_now,appliances,1217.0,<100,<4,4.0,male_married,none,3.0,real_estate,47.0,none,own,1.0,unskilled,1.0,yes,yes,bad
<0,12.0,critical,furniture,2246.0,<100,>=7,3.0,male_single,none,3.0,savings,60.0,none,own,2.0,skilled,1.0,no,yes,bad
<0,12.0,critical,television,385.0,<100,<7,4.0,female,none,3.0,real_estate,58.0,none,own,4.0,unskilled,1.0,yes,yes,good
<200,24.0,past_delays,car_new,1965.0,unknown,<4,4.0,female,none,4.0,car,42.0,none,rent,2.0,skilled,1.0,yes,yes,good
none,21.0,ok_til_now,business,1572.0,>=1000,>=7,4.0,female,none,4.0,real_estate,36.0,bank,own,1.0,unskilled,1.0,no,yes,good
<200,24.0,ok_til_now,car_new,2718.0,<100,<4,3.0,female,none,4.0,savings,20.0,none,rent,1.0,unskilled,1.0,yes,yes,bad
<0,24.0,ok_at_this_bank,others,1358.0,unknown,>=7,4.0,male_single,none,3.0,car,40.0,stores,own,1.0,management,1.0,yes,yes,bad
<200,6.0,ok_at_this_bank,car_new,931.0,<500,<1,1.0,female,none,1.0,savings,32.0,stores,own,1.0,unskilled,1.0,no,yes,bad
<0,24.0,ok_til_now,car_new,1442.0,<100,<7,4.0,female,none,4.0,car,23.0,none,rent,2.0,skilled,1.0,no,yes,bad
<200,24.0,ok,business,4241.0,<100,<4,1.0,male_single,none,4.0,real_estate,36.0,none,own,3.0,unskilled,1.0,yes,yes,bad
none,18.0,critical,car_new,2775.0,<100,<7,2.0,male_single,none,2.0,savings,31.0,bank,own,2.0,skilled,1.0,no,yes,bad
none,24.0,past_delays,business,3863.0,<100,<4,1.0,male_single,none,2.0,unknown,32.0,none,free,1.0,skilled,1.0,no,yes,good
<200,7.0,ok_til_now,television,2329.0,<100,<1,1.0,female,guarantor,1.0,real_estate,45.0,none,own,1.0,skilled,1.0,no,yes,good
<200,9.0,ok_til_now,furniture,918.0,<100,<4,4.0,female,none,1.0,savings,30.0,none,own,1.0,skilled,1.0,no,yes,bad
<200,24.0,ok_at_this_bank,education,1837.0,<100,<7,4.0,female,none,4.0,unknown,34.0,bank,free,1.0,unskilled,1.0,no,yes,bad
none,36.0,ok_til_now,furniture,3349.0,<100,<4,4.0,female,none,2.0,car,28.0,none,own,1.0,management,1.0,yes,yes,bad
>=200,10.0,ok_til_now,furniture,1275.0,<100,<1,4.0,female,none,2.0,savings,23.0,none,own,1.0,skilled,1.0,no,yes,good
<0,24.0,ok_at_this_bank,furniture,2828.0,<1000,<4,4.0,male_single,none,4.0,real_estate,22.0,stores,own,1.0,skilled,1.0,yes,yes,good
none,24.0,critical,business,4526.0,<100,<4,3.0,male_single,none,2.0,real_estate,74.0,none,own,1.0,management,1.0,yes,yes,good
<200,36.0,ok_til_now,television,2671.0,<500,<4,4.0,female,co,4.0,unknown,50.0,none,free,1.0,skilled,1.0,no,yes,bad
none,18.0,ok_til_now,television,2051.0,<100,<1,4.0,male_single,none,1.0,real_estate,33.0,none,own,1.0,skilled,1.0,no,yes,good
none,15.0,ok_til_now,car_used,1300.0,unknown,>=7,4.0,male_single,none,4.0,unknown,45.0,bank,free,1.0,skilled,2.0,no,yes,good
<0,12.0,ok_til_now,appliances,741.0,<500,unemployed,4.0,female,none,3.0,savings,22.0,none,own,1.0,skilled,1.0,no,yes,bad
>=200,10.0,ok_til_now,car_new,1240.0,<500,>=7,1.0,female,none,4.0,unknown,48.0,none,free,1.0,unskilled,2.0,no,yes,bad
<0,21.0,ok_til_now,television,3357.0,>=1000,<1,4.0,female,none,2.0,car,29.0,bank,own,1.0,skilled,1.0,no,yes,good
<0,24.0,ok_at_this_bank,car_used,3632.0,<100,<4,1.0,female,guarantor,4.0,car,22.0,bank,rent,1.0,skilled,1.0,no,no,good
none,18.0,past_delays,furniture,1808.0,<100,<7,4.0,female,none,1.0,real_estate,22.0,none,own,1.0,skilled,1.0,no,yes,bad
<200,48.0,ok,business,12204.0,unknown,<4,2.0,male_single,none,2.0,car,48.0,bank,own,1.0,management,1.0,yes,yes,good
<200,60.0,past_delays,television,9157.0,unknown,<4,2.0,male_single,none,2.0,unknown,27.0,none,free,1.0,management,1.0,no,yes,good
<0,6.0,critical,car_new,3676.0,<100,<4,1.0,male_single,none,3.0,real_estate,37.0,none,rent,3.0,skilled,2.0,no,yes,good
<200,30.0,ok_til_now,furniture,3441.0,<500,<4,2.0,female,co,4.0,car,21.0,none,rent,1.0,skilled,1.0,no,yes,bad
none,12.0,ok_til_now,car_new,640.0,<100,<4,4.0,male_divorced,none,2.0,real_estate,49.0,none,own,1.0,unskilled,1.0,no,yes,good
<200,21.0,critical,business,3652.0,<100,<7,2.0,male_single,none,3.0,savings,27.0,none,own,2.0,skilled,1.0,no,yes,good
none,18.0,critical,car_new,1530.0,<100,<4,3.0,male_single,none,2.0,savings,32.0,bank,own,2.0,skilled,1.0,no,yes,bad
none,48.0,ok_til_now,business,3914.0,unknown,<4,4.0,male_divorced,none,2.0,real_estate,38.0,bank,own,1.0,skilled,1.0,no,yes,bad
<0,12.0,ok_til_now,furniture,1858.0,<100,<1,4.0,female,none,1.0,car,22.0,none,rent,1.0,skilled,1.0,no,yes,good
<0,18.0,ok_til_now,television,2600.0,<100,<4,4.0,male_single,none,4.0,unknown,65.0,none,free,2.0,skilled,1.0,no,yes,bad
none,15.0,ok_til_now,television,1979.0,unknown,>=7,4.0,male_single,none,2.0,car,35.0,none,own,1.0,skilled,1.0,no,yes,good
>=200,6.0,ok_til_now,furniture,2116.0,<100,<4,2.0,male_single,none,2.0,real_estate,41.0,none,own,1.0,skilled,1.0,yes,yes,good
<200,9.0,ok_at_this_bank,car_new,1437.0,<500,<7,2.0,male_single,none,3.0,unknown,29.0,none,own,1.0,skilled,1.0,no,yes,bad
none,42.0,critical,furniture,4042.0,<1000,<4,4.0,male_single,none,4.0,real_estate,36.0,none,own,2.0,skilled,1.0,yes,yes,good
none,9.0,ok_til_now,education,3832.0,unknown,>=7,1.0,male_single,none,4.0,real_estate,64.0,none,own,1.0,unskilled,1.0,no,yes,good
<0,24.0,ok_til_now,television,3660.0,<100,<4,2.0,female,none,4.0,car,28.0,none,own,1.0,skilled,1.0,no,yes,good
<0,18.0,ok_at_this_bank,furniture,1553.0,<100,<4,4.0,male_single,none,3.0,car,44.0,bank,own,1.0,skilled,1.0,no,yes,bad
<200,15.0,ok_til_now,television,1444.0,unknown,<1,4.0,male_single,none,1.0,savings,23.0,none,own,1.0,skilled,1.0,no,yes,good
none,9.0,ok_til_now,furniture,1980.0,<100,<1,2.0,female,co,2.0,car,19.0,none,rent,2.0,skilled,1.0,no,yes,bad
<200,24.0,ok_til_now,car_new,1355.0,<100,<1,3.0,female,none,4.0,car,25.0,none,own,1.0,unskilled,1.0,yes,yes,bad
none,12.0,ok_til_now,education,1393.0,<100,>=7,4.0,male_single,none,4.0,savings,47.0,bank,own,3.0,skilled,2.0,yes,yes,good
none,24.0,ok_til_now,television,1376.0,<1000,<7,4.0,female,none,1.0,car,28.0,none,own,1.0,skilled,1.0,no,yes,good
none,60.0,past_delays,television,15653.0,<100,<7,2.0,male_single,none,4.0,car,21.0,none,own,2.0,skilled,1.0,yes,yes,good
none,12.0,ok_til_now,television,1493.0,<100,<1,4.0,female,none,3.0,car,34.0,none,own,1.0,skilled,2.0,no,yes,good
<0,42.0,past_delays,television,4370.0,<100,<7,3.0,male_single,none,2.0,savings,26.0,bank,own,2.0,skilled,2.0,yes,yes,bad
<0,18.0,ok_til_now,education,750.0,<100,unemployed,4.0,female,none,1.0,real_estate,27.0,none,own,1.0,unemployed,1.0,no,yes,bad
<200,15.0,ok_til_now,repairs,1308.0,<100,>=7,4.0,male_single,none,4.0,car,38.0,none,own,2.0,unskilled,1.0,no,yes,good
none,15.0,ok_til_now,education,4623.0,<500,<4,3.0,male_single,none,2.0,savings,40.0,none,own,1.0,management,1.0,yes,yes,bad
none,24.0,critical,television,1851.0,<100,<7,4.0,male_married,guarantor,2.0,car,33.0,none,own,2.0,skilled,1.0,yes,yes,good
<0,18.0,critical,television,1880.0,<100,<7,4.0,male_married,none,1.0,savings,32.0,none,own,2.0,management,1.0,yes,yes,good
none,36.0,past_delays,business,7980.0,unknown,<1,4.0,male_single,none,4.0,car,27.0,none,rent,2.0,skilled,1.0,yes,yes,bad
<0,30.0,ok,furniture,4583.0,<100,<4,2.0,male_divorced,guarantor,2.0,real_estate,32.0,none,own,2.0,skilled,1.0,no,yes,good
none,12.0,ok_til_now,car_new,1386.0,<1000,<4,2.0,female,none,2.0,savings,26.0,none,own,1.0,skilled,1.0,no,yes,bad
>=200,24.0,ok_til_now,car_new,947.0,<100,<7,4.0,male_single,none,3.0,unknown,38.0,bank,free,1.0,skilled,2.0,no,yes,bad
<0,12.0,ok_til_now,education,684.0,<100,<4,4.0,male_single,none,4.0,car,40.0,none,rent,1.0,unskilled,2.0,no,yes,bad
<0,48.0,ok_til_now,education,7476.0,<100,<7,4.0,male_single,none,1.0,unknown,50.0,none,free,1.0,management,1.0,yes,yes,good
<200,12.0,ok_til_now,furniture,1922.0,<100,<4,4.0,male_single,none,2.0,savings,37.0,none,own,1.0,unskilled,1.0,no,yes,bad
<0,24.0,ok_til_now,car_new,2303.0,<100,>=7,4.0,male_single,co,1.0,real_estate,45.0,none,own,1.0,skilled,1.0,no,yes,bad
<200,36.0,past_delays,car_new,8086.0,<500,>=7,2.0,male_single,none,4.0,car,42.0,none,own,4.0,management,1.0,yes,yes,bad
none,24.0,critical,car_used,2346.0,<100,<7,4.0,male_single,none,3.0,car,35.0,none,own,2.0,skilled,1.0,yes,yes,good
<0,14.0,ok_til_now,car_new,3973.0,<100,unemployed,1.0,male_single,none,4.0,unknown,22.0,none,free,1.0,skilled,1.0,no,yes,good
<200,12.0,ok_til_now,car_new,888.0,<100,>=7,4.0,male_single,none,4.0,car,41.0,bank,own,1.0,unskilled,2.0,no,yes,bad
none,48.0,ok_til_now,television,10222.0,unknown,<7,4.0,male_single,none,3.0,car,37.0,stores,own,1.0,skilled,1.0,yes,yes,good
<200,30.0,ok,business,4221.0,<100,<4,2.0,female,none,1.0,car,28.0,none,own,2.0,skilled,1.0,no,yes,good
<200,18.0,critical,furniture,6361.0,<100,>=7,2.0,male_single,none,1.0,unknown,41.0,none,own,1.0,skilled,1.0,yes,yes,good
>=200,12.0,ok_til_now,television,1297.0,<100,<4,3.0,male_married,none,4.0,real_estate,23.0,none,rent,1.0,skilled,1.0,no,yes,good
<0,12.0,ok_til_now,car_new,900.0,unknown,<4,4.0,male_married,none,2.0,car,23.0,none,own,1.0,skilled,1.0,no,yes,bad
none,21.0,ok_til_now,furniture,2241.0,<100,>=7,4.0,male_single,none,2.0,real_estate,50.0,none,own,2.0,skilled,1.0,no,yes,good
<200,6.0,past_delays,furniture,1050.0,<100,unemployed,4.0,male_single,none,1.0,savings,35.0,stores,own,2.0,management,1.0,yes,yes,good
>=200,6.0,critical,education,1047.0,<100,<4,2.0,female,none,4.0,savings,50.0,none,own,1.0,unskilled,1.0,no,yes,good
none,24.0,critical,others,6314.0,<100,unemployed,4.0,male_single,co,2.0,unknown,27.0,bank,own,2.0,management,1.0,yes,yes,good
<200,30.0,ok_at_this_bank,furniture,3496.0,>=1000,<4,4.0,male_single,none,2.0,car,34.0,stores,own,1.0,skilled,2.0,yes,yes,good
none,48.0,ok_at_this_bank,business,3609.0,<100,<4,1.0,female,none,1.0,real_estate,27.0,stores,own,1.0,skilled,1.0,no,yes,good
<0,12.0,critical,car_new,4843.0,<100,>=7,3.0,male_single,co,4.0,savings,43.0,none,rent,2.0,skilled,1.0,yes,yes,bad
>=200,30.0,critical,television,3017.0,<100,>=7,4.0,male_single,none,4.0,savings,47.0,none,own,1.0,skilled,1.0,no,yes,good
none,24.0,critical,business,4139.0,<500,<4,3.0,male_single,none,3.0,savings,27.0,none,own,2.0,unskilled,1.0,yes,yes,good
none,36.0,ok_til_now,business,5742.0,<500,<7,2.0,male_single,none,2.0,car,31.0,none,own,2.0,skilled,1.0,yes,yes,good
none,60.0,ok_til_now,car_new,10366.0,<100,>=7,2.0,male_single,none,4.0,savings,42.0,none,own,1.0,management,1.0,yes,yes,good
none,6.0,critical,car_new,2080.0,<1000,<4,1.0,male_married,none,2.0,car,24.0,none,own,1.0,skilled,1.0,no,yes,good
none,21.0,past_delays,business,2580.0,<1000,<1,4.0,male_single,none,2.0,real_estate,41.0,bank,own,1.0,unskilled,2.0,no,yes,bad
none,30.0,critical,television,4530.0,<100,<7,4.0,female,none,4.0,car,26.0,none,rent,1.0,management,1.0,yes,yes,good
none,24.0,critical,furniture,5150.0,<100,>=7,4.0,male_single,none,4.0,car,33.0,none,own,1.0,skilled,1.0,yes,yes,good
<200,72.0,ok_til_now,television,5595.0,<500,<4,2.0,male_married,none,2.0,car,24.0,none,own,1.0,skilled,1.0,no,yes,bad
<0,24.0,ok_til_now,television,2384.0,<100,>=7,4.0,male_single,none,4.0,real_estate,64.0,bank,rent,1.0,unskilled,1.0,no,yes,good
none,18.0,ok_til_now,television,1453.0,<100,<1,3.0,female,none,1.0,real_estate,26.0,none,own,1.0,skilled,1.0,no,yes,good
none,6.0,ok_til_now,education,1538.0,<100,<1,1.0,female,none,2.0,unknown,56.0,none,own,1.0,skilled,1.0,no,yes,good
none,12.0,ok_til_now,television,2279.0,unknown,<4,4.0,male_single,none,4.0,unknown,37.0,none,free,1.0,skilled,1.0,yes,yes,good
none,15.0,past_delays,television,1478.0,<100,<4,4.0,male_married,none,3.0,real_estate,33.0,bank,own,2.0,skilled,1.0,no,yes,good
none,24.0,critical,television,5103.0,<100,<1,3.0,male_married,none,3.0,unknown,47.0,none,free,3.0,skilled,1.0,yes,yes,good
<200,36.0,past_delays,business,9857.0,<500,<7,1.0,male_single,none,3.0,savings,31.0,none,own,2.0,unskilled,2.0,yes,yes,good
none,60.0,ok_til_now,car_new,6527.0,unknown,<4,4.0,male_single,none,4.0,unknown,34.0,none,free,1.0,skilled,2.0,yes,yes,good
>=200,10.0,critical,television,1347.0,unknown,<7,4.0,male_single,none,2.0,savings,27.0,none,own,2.0,skilled,1.0,yes,yes,good
<200,36.0,past_delays,car_new,2862.0,<500,>=7,4.0,male_single,none,3.0,unknown,30.0,none,free,1.0,skilled,1.0,no,yes,good
none,9.0,ok_til_now,television,2753.0,<500,>=7,3.0,male_single,co,4.0,car,35.0,none,own,1.0,skilled,1.0,yes,yes,good
<0,12.0,ok_til_now,car_new,3651.0,>=1000,<4,1.0,male_single,none,3.0,savings,31.0,none,own,1.0,skilled,2.0,no,yes,good
<0,15.0,critical,furniture,975.0,<100,<4,2.0,male_divorced,none,3.0,savings,25.0,none,own,2.0,skilled,1.0,no,yes,good
<200,15.0,ok_til_now,repairs,2631.0,<500,<4,3.0,female,none,2.0,real_estate,25.0,none,own,1.0,unskilled,1.0,no,yes,good
<200,24.0,ok_til_now,television,2896.0,<500,<1,2.0,male_single,none,1.0,car,29.0,none,own,1.0,skilled,1.0,no,yes,good
<0,6.0,critical,car_new,4716.0,unknown,<1,1.0,male_single,none,3.0,real_estate,44.0,none,own,2.0,unskilled,2.0,no,yes,good
none,24.0,ok_til_now,television,2284.0,<100,<7,4.0,male_single,none,2.0,car,28.0,none,own,1.0,skilled,1.0,yes,yes,good
none,6.0,ok_til_now,car_used,1236.0,<1000,<4,2.0,male_single,none,4.0,savings,50.0,none,rent,1.0,skilled,1.0,no,yes,good
<200,12.0,ok_til_now,television,1103.0,<100,<7,4.0,male_single,guarantor,3.0,real_estate,29.0,none,own,2.0,skilled,1.0,no,no,good
none,12.0,critical,car_new,926.0,<100,unemployed,1.0,female,none,2.0,savings,38.0,none,own,1.0,unemployed,1.0,no,yes,good
none,18.0,critical,television,1800.0,<100,<4,4.0,male_single,none,2.0,car,24.0,none,own,2.0,skilled,1.0,no,yes,good
>=200,15.0,ok_til_now,education,1905.0,<100,>=7,4.0,male_single,none,4.0,car,40.0,none,rent,1.0,management,1.0,yes,yes,good
none,12.0,ok_til_now,furniture,1123.0,<1000,<4,4.0,female,none,4.0,car,29.0,none,rent,1.0,unskilled,1.0,no,yes,bad
<0,48.0,critical,car_used,6331.0,<100,>=7,4.0,male_single,none,4.0,unknown,46.0,none,free,2.0,skilled,1.0,yes,yes,bad
>=200,24.0,ok_til_now,television,1377.0,<500,>=7,4.0,female,none,2.0,unknown,47.0,none,free,1.0,skilled,1.0,yes,yes,good
<200,30.0,past_delays,business,2503.0,<500,>=7,4.0,male_single,none,2.0,savings,41.0,stores,own,2.0,skilled,1.0,no,yes,good
<200,27.0,ok_til_now,business,2528.0,<100,<1,4.0,female,none,1.0,savings,32.0,none,own,1.0,skilled,2.0,yes,yes,good
none,15.0,ok_til_now,car_new,5324.0,<1000,>=7,1.0,female,none,4.0,unknown,35.0,none,free,1.0,skilled,1.0,no,yes,good
<200,48.0,ok_til_now,car_new,6560.0,<500,<7,3.0,male_single,none,2.0,savings,24.0,none,own,1.0,skilled,1.0,no,yes,bad
<200,12.0,ok,furniture,2969.0,<100,<1,4.0,female,none,3.0,savings,25.0,none,rent,2.0,skilled,1.0,no,yes,bad
<200,9.0,ok_til_now,television,1206.0,<100,>=7,4.0,female,none,4.0,real_estate,25.0,none,own,1.0,skilled,1.0,no,yes,good
<200,9.0,ok_til_now,television,2118.0,<100,<4,2.0,male_single,none,2.0,real_estate,37.0,none,own,1.0,unskilled,2.0,no,yes,good
none,18.0,critical,television,629.0,<1000,>=7,4.0,male_single,none,3.0,savings,32.0,bank,own,2.0,management,1.0,yes,yes,good
<0,6.0,ok_at_this_bank,education,1198.0,<100,>=7,4.0,female,none,4.0,unknown,35.0,none,free,1.0,skilled,1.0,no,yes,bad
none,21.0,ok_til_now,car_used,2476.0,unknown,>=7,4.0,male_single,none,4.0,real_estate,46.0,none,own,1.0,management,1.0,yes,yes,good
<0,9.0,critical,television,1138.0,<100,<4,4.0,male_single,none,4.0,real_estate,25.0,none,own,2.0,unskilled,1.0,no,yes,good
<200,60.0,ok_til_now,car_new,14027.0,<100,<7,4.0,male_single,none,2.0,unknown,27.0,none,own,1.0,management,1.0,yes,yes,bad
none,30.0,critical,car_used,7596.0,unknown,>=7,1.0,male_single,none,4.0,car,63.0,none,own,2.0,skilled,1.0,no,yes,good
none,30.0,critical,television,3077.0,unknown,>=7,3.0,male_single,none,2.0,car,40.0,none,own,2.0,skilled,2.0,yes,yes,good
none,18.0,ok_til_now,television,1505.0,<100,<4,4.0,male_single,none,2.0,unknown,32.0,none,free,1.0,management,1.0,yes,yes,good
>=200,24.0,critical,television,3148.0,unknown,<4,3.0,male_single,none,2.0,car,31.0,none,own,2.0,skilled,1.0,yes,yes,good
<200,20.0,ok,car_used,6148.0,<500,>=7,3.0,male_married,none,4.0,car,31.0,bank,own,2.0,skilled,1.0,yes,yes,good
>=200,9.0,ok,television,1337.0,<100,<1,4.0,male_single,none,2.0,car,34.0,none,own,2.0,management,1.0,yes,yes,bad
<200,6.0,ok_at_this_bank,education,433.0,>=1000,<1,4.0,female,none,2.0,savings,24.0,bank,rent,1.0,skilled,2.0,no,yes,bad
<0,12.0,ok_til_now,car_new,1228.0,<100,<4,4.0,female,none,2.0,real_estate,24.0,none,own,1.0,unskilled,1.0,no,yes,bad
<200,9.0,ok_til_now,television,790.0,<1000,<4,4.0,female,none,3.0,real_estate,66.0,none,own,1.0,unskilled,1.0,no,yes,good
none,27.0,ok_til_now,car_new,2570.0,<100,<4,3.0,female,none,3.0,real_estate,21.0,none,rent,1.0,skilled,1.0,no,yes,bad
none,6.0,critical,car_new,250.0,>=1000,<4,2.0,female,none,2.0,real_estate,41.0,bank,own,2.0,unskilled,1.0,no,yes,good
none,15.0,critical,television,1316.0,<1000,<4,2.0,male_married,none,2.0,savings,47.0,none,own,2.0,unskilled,1.0,no,yes,good
<0,18.0,ok_til_now,television,1882.0,<100,<4,4.0,female,none,4.0,car,25.0,bank,rent,2.0,skilled,1.0,no,yes,bad
<200,48.0,ok_at_this_bank,business,6416.0,<100,>=7,4.0,female,none,3.0,unknown,59.0,none,rent,1.0,skilled,1.0,no,yes,bad
>=200,24.0,critical,business,1275.0,>=1000,<4,2.0,male_divorced,none,4.0,real_estate,36.0,none,own,2.0,skilled,1.0,yes,yes,good
<200,24.0,past_delays,television,6403.0,<100,<1,1.0,male_single,none,2.0,car,33.0,none,own,1.0,skilled,1.0,no,yes,good
<0,24.0,ok_til_now,television,1987.0,<100,<4,2.0,male_single,none,4.0,real_estate,21.0,none,rent,1.0,unskilled,2.0,no,yes,bad
<200,8.0,ok_til_now,television,760.0,<100,<7,4.0,female,guarantor,2.0,real_estate,44.0,none,own,1.0,unskilled,1.0,no,yes,good
none,24.0,ok_til_now,car_used,2603.0,>=1000,<4,2.0,female,none,4.0,car,28.0,none,rent,1.0,skilled,1.0,yes,yes,good
none,4.0,critical,car_new,3380.0,<100,<7,1.0,female,none,1.0,real_estate,37.0,none,own,1.0,skilled,2.0,no,yes,good
<200,36.0,ok_at_this_bank,appliances,3990.0,unknown,<1,3.0,female,none,2.0,unknown,29.0,bank,own,1.0,unemployed,1.0,no,yes,good
<200,24.0,ok_til_now,car_used,11560.0,<100,<4,1.0,female,none,4.0,car,23.0,none,rent,2.0,management,1.0,no,yes,bad
<0,18.0,ok_til_now,car_new,4380.0,<500,<4,3.0,male_single,none,4.0,car,35.0,none,own,1.0,unskilled,2.0,yes,yes,good
none,6.0,critical,car_new,6761.0,<100,<7,1.0,male_single,none,3.0,unknown,45.0,none,own,2.0,management,2.0,yes,yes,good
<200,30.0,ok,business,4280.0,<500,<4,4.0,female,none,4.0,car,26.0,none,rent,2.0,unskilled,1.0,no,yes,bad
<0,24.0,ok_at_this_bank,car_new,2325.0,<500,<7,2.0,male_single,none,3.0,car,32.0,bank,own,1.0,skilled,1.0,no,yes,good
<200,10.0,ok_at_this_bank,television,1048.0,<100,<4,4.0,male_single,none,4.0,real_estate,23.0,stores,own,1.0,unskilled,1.0,no,yes,good
none,21.0,ok_til_now,television,3160.0,unknown,>=7,4.0,male_single,none,3.0,savings,41.0,none,own,1.0,skilled,1.0,yes,yes,good
<0,24.0,ok_at_this_bank,furniture,2483.0,<1000,<4,4.0,male_single,none,4.0,real_estate,22.0,stores,own,1.0,skilled,1.0,yes,yes,good
<0,39.0,critical,furniture,14179.0,unknown,<7,4.0,male_single,none,4.0,savings,30.0,none,own,2.0,management,1.0,yes,yes,good
<0,13.0,critical,business,1797.0,<100,<1,3.0,male_single,none,1.0,savings,28.0,bank,own,2.0,unskilled,1.0,no,yes,good
<0,15.0,ok_til_now,car_new,2511.0,<100,unemployed,1.0,female,none,4.0,car,23.0,none,rent,1.0,skilled,1.0,no,yes,good
<0,12.0,ok_til_now,car_new,1274.0,<100,<1,3.0,female,none,1.0,real_estate,37.0,none,own,1.0,unskilled,1.0,no,yes,bad
none,21.0,ok_til_now,car_used,5248.0,unknown,<4,1.0,male_single,none,3.0,car,26.0,none,own,1.0,skilled,1.0,no,yes,good
none,15.0,ok_til_now,car_used,3029.0,<100,<7,2.0,male_single,none,2.0,car,33.0,none,own,1.0,skilled,1.0,no,yes,good
<0,6.0,ok_til_now,furniture,428.0,<100,>=7,2.0,female,none,1.0,savings,49.0,bank,own,1.0,skilled,1.0,yes,yes,good
<0,18.0,ok_til_now,car_new,976.0,<100,<1,1.0,female,none,2.0,car,23.0,none,own,1.0,unskilled,1.0,no,yes,bad
<200,12.0,ok_til_now,business,841.0,<500,<7,2.0,female,none,4.0,real_estate,23.0,none,rent,1.0,unskilled,1.0,no,yes,good
none,30.0,critical,television,5771.0,<100,<7,4.0,female,none,2.0,car,25.0,none,own,2.0,skilled,1.0,no,yes,good
none,12.0,past_delays,repairs,1555.0,>=1000,>=7,4.0,male_single,none,4.0,unknown,55.0,none,free,2.0,skilled,2.0,no,yes,bad
<0,24.0,ok_til_now,car_new,1285.0,unknown,<7,4.0,female,none,4.0,unknown,32.0,none,rent,1.0,skilled,1.0,no,yes,bad
>=200,6.0,critical,car_new,1299.0,<100,<4,1.0,male_single,none,1.0,real_estate,74.0,none,own,3.0,unemployed,2.0,no,no,good
>=200,15.0,critical,television,1271.0,unknown,<4,3.0,male_single,none,4.0,unknown,39.0,none,free,2.0,skilled,1.0,yes,yes,bad
none,24.0,ok_til_now,car_new,1393.0,<100,<4,2.0,male_single,guarantor,2.0,real_estate,31.0,none,own,1.0,skilled,1.0,yes,yes,good
<0,12.0,critical,car_new,691.0,<100,>=7,4.0,male_single,none,3.0,savings,35.0,none,own,2.0,skilled,1.0,no,yes,bad
none,15.0,critical,car_new,5045.0,unknown,>=7,1.0,female,none,4.0,car,59.0,none,own,1.0,skilled,1.0,yes,yes,good
<0,18.0,critical,furniture,2124.0,<100,<4,4.0,female,none,4.0,real_estate,24.0,none,rent,2.0,skilled,1.0,no,yes,bad
<0,12.0,ok_til_now,television,2214.0,<100,<4,4.0,male_single,none,3.0,savings,24.0,none,own,1.0,unskilled,1.0,no,yes,good
none,21.0,critical,car_new,12680.0,unknown,>=7,4.0,male_single,none,4.0,unknown,30.0,none,free,1.0,management,1.0,yes,yes,bad
none,24.0,critical,car_new,2463.0,<500,<7,4.0,male_married,none,3.0,savings,27.0,none,own,2.0,skilled,1.0,yes,yes,good
<200,12.0,ok_til_now,television,1155.0,<100,>=7,3.0,male_married,guarantor,3.0,real_estate,40.0,bank,own,2.0,unskilled,1.0,no,yes,good
<0,30.0,ok_til_now,furniture,3108.0,<100,<1,2.0,male_divorced,none,4.0,savings,31.0,none,own,1.0,unskilled,1.0,no,yes,bad
